Size,Sleeve_Type,Color,Collar_Type,Fit,Pattern,Price,Trial_Count,Purchased
M,Sleeveless,Black,V-Neck,Regular,Solid,1285,2,1
XL,Full,Red,Round,Regular,Checked,360,6,0
L,Half,Black,Polo,Slim,Striped,2225,6,1
M,Sleeveless,Green,Polo,Slim,Checked,2170,3,0
M,Sleeveless,White,Mandarin,Loose,Printed,200,2,1
S,Full,Blue,Round,Loose,Printed,1532,2,1
XL,Full,Blue,Round,Regular,Solid,758,1,1
S,Half,Black,Round,Regular,Printed,1813,9,0
S,Full,Black,Mandarin,Loose,Solid,2795,4,0
M,Full,Red,V-Neck,Slim,Printed,1996,10,0
L,Full,Black,V-Neck,Regular,Striped,656,2,0
M,Sleeveless,Black,Mandarin,Slim,Solid,1096,2,0
M,Full,Black,Round,Regular,Checked,2163,2,1
M,Full,Red,Round,Slim,Printed,770,1,1
M,Sleeveless,Red,V-Neck,Regular,Solid,698,3,0
M,Half,Black,Polo,Loose,Printed,2982,2,1
L,Half,Black,V-Neck,Slim,Solid,1730,3,0
M,Sleeveless,Red,Polo,Loose,Solid,855,0,0
M,Half,White,Round,Regular,Solid,2305,3,1
M,Full,White,Round,Regular,Solid,1139,2,1
M,Half,Blue,Polo,Slim,Striped,611,1,1
L,Full,Black,Polo,Slim,Solid,731,2,1
M,Full,Black,V-Neck,Regular,Solid,1210,0,1
L,Half,Black,V-Neck,Slim,Striped,1037,3,1
L,Half,Black,Round,Slim,Solid,1264,6,1
L,Full,Green,Round,Slim,Solid,431,3,1
L,Sleeveless,Yellow,Polo,Regular,Solid,2185,2,1
L,Half,Black,Round,Regular,Striped,459,1,0
XL,Half,Blue,Polo,Slim,Solid,393,1,0
S,Full,Black,Round,Regular,Striped,725,3,1
M,Full,Blue,Mandarin,Slim,Solid,2386,4,1
M,Half,Black,V-Neck,Slim,Printed,1182,2,1
XL,Half,Red,Mandarin,Regular,Striped,2661,6,0
L,Full,Black,Polo,Regular,Striped,1880,1,1
M,Full,Blue,Round,Slim,Printed,2403,0,0
M,Sleeveless,Blue,Round,Regular,Checked,1066,2,0
M,Half,Red,Polo,Regular,Checked,697,0,1
XL,Sleeveless,Black,Polo,Regular,Solid,860,1,1
L,Full,Yellow,Mandarin,Regular,Solid,564,3,0
M,Sleeveless,Black,Round,Slim,Striped,712,0,0
XL,Full,White,Round,Loose,Solid,459,0,0
XL,Full,Black,Round,Regular,Checked,573,4,0
XL,Sleeveless,Blue,Mandarin,Regular,Striped,1868,3,1
M,Full,Yellow,V-Neck,Regular,Printed,1019,2,0
L,Sleeveless,White,Round,Regular,Solid,239,6,0
S,Full,Red,Mandarin,Loose,Striped,484,3,0
M,Full,Blue,Round,Regular,Striped,1544,2,1
XL,Half,White,Polo,Regular,Printed,414,1,0
S,Sleeveless,Yellow,V-Neck,Regular,Printed,1904,7,0
L,Full,Blue,Polo,Loose,Checked,1091,7,1
XL,Half,Red,Mandarin,Slim,Printed,1160,1,0
M,Half,Red,Mandarin,Regular,Striped,704,6,1
M,Full,Green,Mandarin,Slim,Striped,1781,3,1
M,Full,Black,Round,Regular,Printed,518,1,1
XL,Sleeveless,Black,Mandarin,Loose,Striped,1436,8,0
L,Full,Red,Mandarin,Slim,Striped,797,3,0
XL,Full,Black,Mandarin,Regular,Printed,2555,1,0
L,Half,Yellow,Mandarin,Slim,Printed,699,4,1
XL,Full,Green,Mandarin,Regular,Solid,1008,2,0
M,Half,Green,Polo,Loose,Striped,500,3,0
L,Sleeveless,White,Polo,Loose,Solid,679,1,1
XL,Full,Black,Polo,Regular,Printed,1539,2,0
XL,Half,Red,V-Neck,Regular,Checked,2240,6,0
XL,Full,Blue,Mandarin,Slim,Checked,2171,5,1
M,Half,White,Round,Regular,Checked,391,1,0
L,Full,White,V-Neck,Slim,Solid,1152,2,0
L,Sleeveless,Yellow,V-Neck,Regular,Solid,2426,7,0
S,Sleeveless,Red,Mandarin,Slim,Printed,724,2,0
M,Half,Red,Polo,Slim,Striped,694,6,1
M,Half,Yellow,Round,Regular,Solid,1444,3,1
M,Half,White,V-Neck,Slim,Solid,2479,1,1
M,Half,Blue,Mandarin,Regular,Checked,1246,3,0
S,Sleeveless,Green,Polo,Slim,Striped,956,5,0
M,Full,White,Round,Regular,Striped,1888,2,1
L,Half,Red,Mandarin,Regular,Solid,1104,5,1
S,Sleeveless,Green,V-Neck,Regular,Striped,1923,1,0
L,Half,Red,Polo,Slim,Printed,834,0,1
L,Sleeveless,Black,Round,Regular,Solid,240,0,0
S,Full,Yellow,Polo,Loose,Printed,1855,4,0
M,Full,Green,Mandarin,Regular,Printed,1848,2,0
XL,Half,White,V-Neck,Loose,Printed,1261,0,0
M,Full,White,Mandarin,Slim,Solid,2061,2,0
L,Half,Red,Round,Regular,Striped,1140,2,0
M,Half,Blue,Mandarin,Regular,Solid,1089,8,1
L,Half,White,Round,Loose,Checked,2750,4,0
S,Half,Black,Polo,Loose,Striped,232,1,0
L,Half,Blue,Polo,Loose,Striped,1356,5,0
S,Full,Red,Polo,Loose,Checked,296,4,0
S,Sleeveless,Green,Round,Regular,Checked,1512,9,0
L,Half,White,Polo,Slim,Printed,521,3,0
XL,Full,Red,V-Neck,Regular,Solid,2421,0,1
L,Half,Red,V-Neck,Regular,Printed,839,3,0
M,Full,Red,V-Neck,Slim,Striped,1808,3,0
S,Half,Blue,V-Neck,Regular,Striped,2173,0,1
L,Half,Black,V-Neck,Regular,Solid,1231,0,0
M,Full,Black,V-Neck,Loose,Checked,2093,9,0
M,Half,Green,Polo,Slim,Striped,2759,4,0
S,Full,Green,Polo,Slim,Solid,1945,4,1
XL,Half,White,Round,Slim,Printed,734,1,0
L,Full,Black,V-Neck,Regular,Solid,1602,6,1
M,Full,Red,V-Neck,Loose,Solid,370,9,0
M,Full,Black,Round,Regular,Solid,367,0,0
M,Half,Red,Mandarin,Loose,Striped,1715,7,0
L,Full,Black,Round,Slim,Printed,2956,0,0
L,Full,Blue,Mandarin,Slim,Striped,516,4,0
L,Half,Blue,Round,Loose,Solid,569,5,0
XL,Half,Blue,Round,Loose,Striped,334,0,0
M,Half,Blue,Mandarin,Loose,Printed,2019,5,0
M,Full,Black,Mandarin,Slim,Solid,1316,3,0
S,Half,Blue,Mandarin,Loose,Printed,1615,10,0
XL,Full,Green,V-Neck,Loose,Striped,2919,7,0
M,Sleeveless,Green,V-Neck,Loose,Printed,1870,8,1
S,Full,Green,Mandarin,Regular,Solid,404,0,0
M,Full,Red,V-Neck,Regular,Printed,612,3,0
S,Half,Red,Round,Regular,Checked,956,3,1
M,Full,Blue,Mandarin,Loose,Printed,238,3,1
XL,Sleeveless,White,Polo,Regular,Striped,2357,7,0
M,Half,Red,Round,Slim,Printed,920,1,1
XL,Half,Red,Mandarin,Regular,Striped,2680,7,0
M,Half,Black,Polo,Regular,Printed,581,2,1
M,Full,Black,Mandarin,Slim,Printed,514,2,0
L,Sleeveless,White,Round,Regular,Striped,769,0,0
S,Sleeveless,Red,Polo,Loose,Solid,1733,7,0
S,Half,Black,Polo,Regular,Striped,540,1,0
M,Full,Blue,V-Neck,Regular,Striped,317,1,1
L,Half,Blue,Round,Loose,Solid,1324,2,1
L,Half,Red,V-Neck,Regular,Printed,720,5,1
M,Sleeveless,White,Round,Slim,Solid,2650,1,0
S,Half,Yellow,Round,Loose,Striped,532,0,1
M,Full,Red,Round,Slim,Striped,437,3,1
M,Sleeveless,Black,Polo,Slim,Checked,200,1,0
XL,Sleeveless,Yellow,Round,Slim,Striped,2399,5,0
M,Full,Black,V-Neck,Regular,Solid,531,0,1
M,Half,Red,Polo,Loose,Checked,2665,0,0
M,Half,Green,Round,Loose,Solid,488,2,0
M,Full,Green,Polo,Loose,Printed,532,7,0
M,Sleeveless,Black,Round,Slim,Printed,2445,9,0
L,Sleeveless,Blue,Round,Regular,Solid,1447,3,0
L,Full,Black,Round,Slim,Solid,1139,2,1
M,Half,White,Mandarin,Loose,Solid,210,6,1
M,Half,White,Mandarin,Slim,Printed,1409,0,0
M,Half,Blue,V-Neck,Slim,Printed,2005,4,1
L,Half,Black,Round,Slim,Solid,728,0,0
M,Half,White,Round,Slim,Solid,1947,3,0
M,Half,Red,Round,Slim,Checked,3000,2,0
S,Sleeveless,Blue,Round,Regular,Printed,1020,0,0
XL,Half,Blue,V-Neck,Slim,Solid,1236,0,1
S,Full,Green,Polo,Slim,Solid,1204,1,1
L,Full,White,Mandarin,Regular,Striped,383,3,0
M,Sleeveless,Blue,Polo,Regular,Striped,2294,2,1
S,Sleeveless,Blue,V-Neck,Slim,Checked,558,5,1
S,Full,Yellow,Round,Regular,Checked,367,1,0
M,Half,Blue,Polo,Loose,Striped,1092,2,0
M,Half,White,Mandarin,Regular,Solid,3000,2,1
S,Full,Black,V-Neck,Regular,Solid,2270,1,1
M,Full,White,Round,Regular,Checked,2352,1,0
M,Sleeveless,Green,Polo,Regular,Printed,2026,2,0
S,Full,Black,Round,Regular,Solid,445,0,0
S,Full,Red,Round,Slim,Printed,1200,2,1
XL,Half,White,V-Neck,Loose,Checked,2719,2,0
L,Full,Yellow,Round,Regular,Printed,942,1,1
XL,Sleeveless,Black,V-Neck,Loose,Solid,1193,2,0
L,Half,Black,Round,Regular,Printed,1627,1,1
M,Sleeveless,Black,V-Neck,Slim,Solid,965,0,1
M,Half,Red,Polo,Slim,Solid,200,2,0
XL,Full,Black,Polo,Regular,Checked,726,6,1
L,Sleeveless,White,Mandarin,Slim,Striped,1254,1,1
M,Half,Red,Polo,Loose,Striped,1409,1,1
L,Sleeveless,White,Mandarin,Loose,Solid,1368,1,0
L,Sleeveless,White,V-Neck,Regular,Printed,1375,0,0
M,Full,White,Polo,Regular,Printed,2101,1,0
M,Full,White,Polo,Slim,Printed,1398,0,1
S,Half,Red,V-Neck,Regular,Checked,2187,2,0
XL,Full,Green,Round,Slim,Striped,1054,2,1
L,Half,Red,Round,Regular,Striped,1265,3,1
M,Sleeveless,Yellow,Round,Loose,Striped,2973,1,0
M,Full,White,Polo,Slim,Striped,1699,4,0
L,Half,Red,Mandarin,Regular,Striped,1015,1,0
XL,Half,Yellow,V-Neck,Regular,Printed,3000,2,0
M,Full,White,Polo,Regular,Striped,2575,7,1
S,Full,Black,Mandarin,Slim,Solid,555,10,0
M,Full,Yellow,Polo,Loose,Printed,1192,2,0
XL,Half,Green,Polo,Slim,Solid,1323,4,0
L,Full,White,Mandarin,Slim,Checked,2207,0,0
XL,Half,Black,Polo,Slim,Solid,1834,3,0
M,Half,Black,V-Neck,Loose,Striped,1920,0,0
S,Half,Black,Round,Regular,Striped,726,3,0
XL,Full,Red,Round,Regular,Checked,2084,5,0
L,Full,Black,Polo,Loose,Striped,1247,1,0
M,Half,White,Round,Regular,Striped,393,9,0
M,Full,Blue,V-Neck,Regular,Solid,759,1,1
S,Half,Red,Round,Loose,Solid,982,3,0
M,Half,Black,Round,Slim,Checked,802,3,1
XL,Full,Black,Polo,Slim,Solid,648,2,1
M,Full,Blue,Mandarin,Slim,Printed,321,0,1
M,Full,Red,V-Neck,Regular,Striped,393,2,0
L,Sleeveless,Yellow,Round,Slim,Checked,532,1,0
M,Sleeveless,White,Round,Slim,Printed,272,2,1
M,Full,Red,Round,Regular,Checked,685,4,1
XL,Half,Blue,V-Neck,Slim,Printed,2183,3,0
M,Full,Yellow,Round,Regular,Striped,1718,3,0
M,Sleeveless,Yellow,Round,Slim,Solid,396,1,0
S,Half,Black,Round,Loose,Solid,1109,8,0
M,Half,Blue,Round,Slim,Checked,285,3,0
XL,Full,Red,V-Neck,Regular,Solid,918,4,0
L,Half,Red,V-Neck,Regular,Solid,3000,1,0
M,Half,Black,Round,Slim,Solid,527,4,1
L,Half,Green,Polo,Regular,Printed,297,5,0
L,Half,Yellow,V-Neck,Slim,Printed,1066,2,0
S,Sleeveless,Black,V-Neck,Regular,Printed,877,2,0
L,Full,Green,Polo,Regular,Checked,1818,2,0
L,Half,White,V-Neck,Slim,Solid,2712,0,0
L,Sleeveless,Red,Round,Loose,Printed,2990,4,0
L,Half,Green,Polo,Slim,Solid,682,0,0
S,Half,White,Polo,Loose,Solid,1465,0,0
S,Full,Black,V-Neck,Loose,Striped,580,3,0
S,Half,Red,Round,Loose,Solid,988,1,1
M,Sleeveless,Black,V-Neck,Loose,Printed,1453,4,0
M,Full,White,V-Neck,Slim,Striped,322,4,0
S,Half,Yellow,Polo,Regular,Printed,2101,5,0
M,Sleeveless,Red,Round,Loose,Solid,799,3,0
M,Full,Black,V-Neck,Regular,Striped,1890,0,1
L,Half,Black,V-Neck,Regular,Printed,325,0,1
L,Sleeveless,White,Round,Slim,Solid,1830,2,0
M,Full,Yellow,Round,Slim,Printed,550,3,1
L,Half,Blue,V-Neck,Loose,Printed,2918,2,1
L,Full,Blue,Mandarin,Regular,Printed,288,4,0
S,Full,Black,Mandarin,Slim,Solid,1023,1,0
S,Half,Red,Round,Loose,Printed,883,6,0
M,Sleeveless,Red,Round,Regular,Printed,869,0,0
M,Full,Yellow,Polo,Slim,Striped,2136,9,1
L,Half,Blue,Polo,Regular,Solid,926,1,1
S,Half,Blue,Polo,Loose,Printed,400,3,0
L,Half,Green,V-Neck,Slim,Solid,1759,0,1
L,Sleeveless,Green,V-Neck,Slim,Striped,1624,5,0
M,Full,Blue,Round,Slim,Checked,1025,0,0
S,Half,White,V-Neck,Slim,Solid,1591,5,1
M,Full,Green,Round,Regular,Printed,566,0,1
S,Half,Blue,V-Neck,Regular,Solid,230,8,1
L,Half,Blue,Round,Loose,Printed,1576,1,1
L,Half,White,Polo,Slim,Solid,2903,3,1
S,Full,Blue,Polo,Regular,Solid,1380,5,0
S,Half,White,Polo,Slim,Striped,729,0,0
M,Half,White,V-Neck,Regular,Printed,548,1,1
M,Half,Red,Mandarin,Regular,Striped,607,2,0
S,Half,Green,Polo,Regular,Checked,2783,5,0
XL,Half,Yellow,Round,Regular,Solid,2220,4,0
L,Full,White,Mandarin,Loose,Striped,2903,0,0
M,Half,Red,Mandarin,Slim,Solid,1859,2,0
M,Sleeveless,Black,Polo,Slim,Printed,1842,5,0
S,Sleeveless,White,Mandarin,Regular,Printed,995,3,1
M,Full,White,Polo,Regular,Striped,854,4,0
S,Half,Black,V-Neck,Loose,Striped,2856,4,0
M,Half,Black,Polo,Loose,Solid,810,4,0
M,Half,Green,Polo,Slim,Checked,1952,6,1
XL,Sleeveless,Yellow,Polo,Regular,Checked,898,0,0
M,Half,Red,Round,Loose,Solid,793,2,0
M,Half,White,V-Neck,Regular,Printed,2391,3,1
M,Full,Blue,Polo,Regular,Printed,1563,7,0
XL,Sleeveless,Green,Polo,Regular,Striped,1870,8,0
M,Sleeveless,Green,V-Neck,Regular,Checked,966,3,0
M,Full,Blue,Polo,Slim,Solid,2872,10,1
L,Sleeveless,Black,V-Neck,Loose,Solid,2065,6,1
L,Full,Red,Round,Regular,Printed,1816,3,0
L,Half,Yellow,Mandarin,Loose,Printed,1154,3,0
L,Half,Black,Round,Regular,Checked,1338,3,0
L,Half,Yellow,V-Neck,Slim,Striped,1413,5,1
S,Half,White,Polo,Regular,Printed,1660,3,0
M,Half,Green,V-Neck,Loose,Solid,795,3,1
L,Sleeveless,White,Round,Slim,Solid,1847,8,0
M,Sleeveless,Green,Round,Slim,Checked,956,0,1
M,Full,Green,Polo,Regular,Printed,941,3,1
XL,Full,Yellow,Polo,Regular,Printed,1083,4,0
XL,Half,Green,Round,Loose,Printed,1652,1,1
M,Half,Red,V-Neck,Slim,Striped,537,1,1
M,Half,Black,Round,Regular,Solid,2323,7,0
M,Full,Green,V-Neck,Regular,Solid,2198,8,1
L,Half,Blue,Polo,Regular,Printed,959,2,0
S,Full,White,Round,Slim,Solid,400,0,0
XL,Sleeveless,Black,Mandarin,Loose,Striped,2013,6,1
M,Sleeveless,Red,Round,Slim,Printed,517,2,1
M,Full,Yellow,Polo,Regular,Checked,1021,2,1
L,Full,White,Round,Regular,Checked,1839,0,0
L,Sleeveless,Blue,Polo,Regular,Printed,1124,7,0
M,Half,Red,Mandarin,Regular,Solid,2712,0,0
M,Sleeveless,Green,Round,Loose,Striped,1514,1,0
S,Half,Yellow,V-Neck,Loose,Solid,482,1,0
XL,Sleeveless,Green,Round,Slim,Checked,388,0,1
XL,Sleeveless,Black,V-Neck,Loose,Printed,579,5,0
L,Full,Blue,Polo,Loose,Solid,2283,0,0
S,Full,Yellow,V-Neck,Regular,Solid,872,2,0
XL,Half,Red,Polo,Slim,Striped,2761,1,0
M,Half,White,V-Neck,Regular,Solid,1634,4,1
M,Sleeveless,Blue,V-Neck,Slim,Printed,1750,3,0
M,Full,White,Polo,Slim,Checked,1270,4,0
XL,Half,Red,Mandarin,Regular,Printed,797,2,1
S,Sleeveless,White,V-Neck,Loose,Striped,431,3,0
M,Full,Black,Polo,Loose,Checked,625,0,0
L,Half,Red,V-Neck,Regular,Checked,2386,4,0
L,Full,White,Mandarin,Slim,Striped,597,0,1
S,Full,Red,Round,Regular,Printed,425,7,1
S,Sleeveless,Blue,Mandarin,Regular,Printed,1509,2,0
M,Sleeveless,White,V-Neck,Slim,Printed,536,2,0
M,Half,Black,Mandarin,Slim,Striped,1762,2,0
L,Sleeveless,Black,Round,Regular,Solid,1458,7,1
M,Half,Blue,Round,Regular,Printed,1460,8,1
L,Half,Blue,Round,Loose,Striped,2139,0,0
XL,Full,Red,Round,Slim,Solid,837,2,1
L,Full,Red,Mandarin,Loose,Solid,681,3,0
M,Sleeveless,Red,Polo,Regular,Solid,2671,8,0
S,Full,Green,V-Neck,Slim,Solid,485,6,0
S,Full,Green,Round,Regular,Striped,995,2,1
M,Half,Yellow,Polo,Slim,Solid,1071,3,0
L,Half,White,Round,Loose,Checked,2783,6,0
M,Half,Blue,Polo,Loose,Solid,1070,3,1
M,Sleeveless,Black,Polo,Regular,Striped,2888,3,0
S,Half,Red,V-Neck,Slim,Checked,620,9,1
M,Full,Yellow,Mandarin,Loose,Solid,2128,6,0
XL,Half,Blue,V-Neck,Regular,Printed,1462,2,0
M,Half,Blue,V-Neck,Slim,Printed,1828,7,0
M,Half,Red,V-Neck,Slim,Striped,617,2,1
L,Full,Black,Round,Slim,Solid,687,6,1
S,Full,Black,Mandarin,Regular,Solid,1045,0,0
L,Sleeveless,Yellow,Mandarin,Loose,Solid,473,3,0
M,Half,White,Polo,Slim,Checked,772,8,0
M,Full,White,Round,Regular,Checked,2953,0,1
M,Full,Red,V-Neck,Regular,Solid,1489,8,0
S,Half,Yellow,V-Neck,Slim,Solid,885,3,1
S,Full,Green,Polo,Slim,Solid,2077,1,1
L,Full,Yellow,Polo,Regular,Solid,684,5,0
L,Half,Black,Round,Loose,Solid,641,2,1
XL,Half,Green,Round,Regular,Solid,701,8,0
L,Full,Black,Polo,Loose,Striped,1015,3,0
M,Half,Blue,Mandarin,Loose,Striped,481,4,0
S,Sleeveless,Green,Polo,Slim,Solid,919,10,1
L,Sleeveless,White,V-Neck,Regular,Solid,397,1,0
L,Full,White,Round,Regular,Printed,669,1,1
M,Half,Green,Mandarin,Slim,Checked,506,1,0
M,Half,Red,V-Neck,Loose,Striped,1552,1,0
M,Full,White,Round,Loose,Solid,533,1,0
XL,Full,Yellow,Round,Regular,Striped,613,2,0
L,Half,Blue,Polo,Regular,Printed,1889,6,1
L,Full,Black,V-Neck,Regular,Solid,1934,1,1
S,Half,Green,Round,Regular,Printed,794,4,1
M,Half,White,Round,Slim,Printed,1856,3,0
L,Sleeveless,Black,Mandarin,Regular,Solid,1593,1,0
S,Full,Blue,Round,Slim,Solid,229,0,0
L,Full,Blue,Round,Slim,Solid,1231,0,0
L,Full,Red,Polo,Slim,Printed,924,0,1
M,Full,Red,Polo,Slim,Solid,812,5,1
XL,Full,Green,Polo,Loose,Solid,1968,1,0
M,Half,Yellow,V-Neck,Loose,Checked,1446,6,0
S,Half,Red,Polo,Regular,Solid,770,7,0
S,Sleeveless,Yellow,V-Neck,Slim,Solid,479,1,0
S,Half,White,Round,Regular,Printed,916,1,1
M,Sleeveless,Black,Polo,Regular,Solid,873,3,0
XL,Full,Blue,V-Neck,Slim,Striped,2182,7,0
S,Sleeveless,Red,Mandarin,Slim,Solid,1178,6,0
M,Sleeveless,Red,Mandarin,Regular,Printed,1577,0,0
M,Half,Green,V-Neck,Loose,Checked,2771,5,0
M,Sleeveless,Red,Mandarin,Slim,Printed,361,2,0
XL,Sleeveless,Blue,Round,Loose,Printed,774,2,1
XL,Full,White,Round,Slim,Printed,904,1,0
M,Full,Green,V-Neck,Slim,Checked,1709,6,0
S,Half,Yellow,Mandarin,Regular,Solid,1543,3,0
S,Half,White,Mandarin,Slim,Printed,347,0,0
M,Sleeveless,Black,V-Neck,Regular,Printed,1125,0,1
L,Half,Blue,V-Neck,Regular,Striped,1080,9,1
M,Half,Green,Mandarin,Regular,Striped,1514,7,0
XL,Full,Green,Mandarin,Regular,Checked,1745,3,0
M,Full,Blue,Polo,Regular,Solid,1320,0,1
L,Full,Yellow,V-Neck,Regular,Solid,1036,7,1
S,Full,Blue,Round,Loose,Solid,611,6,1
M,Half,Green,Mandarin,Regular,Striped,546,2,0
XL,Full,Red,Polo,Regular,Striped,1586,2,0
M,Half,Blue,Mandarin,Loose,Striped,2274,7,0
S,Half,Blue,V-Neck,Loose,Printed,2673,2,1
S,Half,Red,Mandarin,Slim,Checked,902,0,0
XL,Sleeveless,White,Round,Slim,Printed,1125,3,0
M,Half,Black,Polo,Regular,Solid,603,2,0
L,Full,White,Mandarin,Slim,Printed,270,3,0
L,Full,Blue,Round,Slim,Printed,1804,0,0
M,Sleeveless,Blue,V-Neck,Regular,Solid,1355,3,0
L,Half,Red,V-Neck,Regular,Striped,714,6,0
M,Full,Blue,Mandarin,Regular,Solid,656,2,0
S,Full,Black,Polo,Regular,Striped,221,0,1
L,Full,Black,Polo,Regular,Solid,2806,2,0
L,Full,Black,V-Neck,Regular,Printed,1562,3,0
XL,Half,Black,Round,Slim,Printed,562,5,0
S,Half,Blue,V-Neck,Regular,Striped,990,1,1
M,Half,Yellow,V-Neck,Slim,Checked,1142,2,0
S,Half,Yellow,Round,Regular,Striped,2323,1,0
M,Full,Blue,Round,Regular,Printed,809,1,0
M,Half,Black,Polo,Loose,Checked,1052,7,1
S,Full,Yellow,V-Neck,Regular,Checked,1709,10,0
S,Sleeveless,White,V-Neck,Slim,Printed,273,1,1
S,Full,Blue,Round,Slim,Solid,1949,2,0
L,Half,Black,V-Neck,Regular,Solid,2814,4,0
M,Sleeveless,White,Polo,Slim,Striped,814,0,0
L,Sleeveless,Blue,Round,Regular,Printed,1125,3,1
L,Full,White,Round,Slim,Striped,436,1,0
L,Sleeveless,Yellow,Mandarin,Regular,Striped,902,0,0
L,Sleeveless,Green,Mandarin,Slim,Solid,598,2,0
L,Half,Blue,Polo,Slim,Solid,952,2,1
XL,Sleeveless,Blue,Round,Slim,Solid,2095,1,0
L,Full,White,Mandarin,Slim,Solid,775,0,0
M,Full,Black,Mandarin,Regular,Checked,289,0,1
L,Full,Black,V-Neck,Slim,Striped,708,3,1
M,Full,White,Polo,Loose,Checked,1085,4,0
XL,Full,Green,Mandarin,Regular,Striped,2599,2,0
S,Half,Red,Polo,Loose,Checked,2580,3,0
M,Half,Red,Polo,Slim,Striped,1115,3,1
M,Half,Yellow,V-Neck,Regular,Printed,332,0,0
L,Half,Red,V-Neck,Regular,Printed,1929,3,0
L,Full,Blue,Round,Regular,Printed,570,1,1
M,Half,Red,Round,Regular,Solid,793,1,0
S,Half,Yellow,Mandarin,Regular,Printed,2943,7,0
XL,Full,Blue,Round,Slim,Solid,350,9,0
S,Half,Black,Round,Regular,Checked,718,2,0
XL,Half,Green,Polo,Loose,Striped,370,3,0
S,Full,Green,Polo,Slim,Striped,592,1,1
M,Half,White,V-Neck,Loose,Striped,2053,2,0
XL,Half,Red,Polo,Slim,Checked,685,8,0
L,Full,Blue,Round,Slim,Checked,1449,4,1
XL,Full,Blue,Round,Loose,Printed,468,4,1
M,Full,Red,Round,Slim,Striped,2910,5,1
XL,Sleeveless,Black,V-Neck,Regular,Solid,610,1,0
S,Sleeveless,Black,Polo,Loose,Striped,220,6,0
M,Half,Green,V-Neck,Regular,Solid,1363,1,0
XL,Full,Blue,Polo,Regular,Checked,2936,8,0
S,Full,White,V-Neck,Loose,Checked,1906,6,0
XL,Half,Green,Round,Regular,Checked,2815,2,0
S,Full,Green,Round,Loose,Solid,482,0,0
L,Sleeveless,Blue,Mandarin,Regular,Printed,1205,3,0
XL,Sleeveless,Blue,Polo,Loose,Checked,213,4,0
L,Sleeveless,Yellow,Polo,Regular,Solid,462,1,0
L,Sleeveless,White,Mandarin,Regular,Striped,2755,5,0
S,Full,White,Polo,Loose,Striped,1151,1,1
XL,Full,White,Round,Slim,Striped,2175,6,1
L,Sleeveless,Green,V-Neck,Loose,Solid,1314,1,1
XL,Half,Blue,Mandarin,Regular,Printed,702,8,0
M,Half,Black,V-Neck,Loose,Striped,2729,3,0
M,Sleeveless,Green,V-Neck,Loose,Solid,2412,8,0
XL,Sleeveless,Green,Polo,Loose,Checked,627,2,0
M,Half,Black,Mandarin,Regular,Striped,2292,6,1
S,Full,Red,Polo,Loose,Solid,963,1,1
L,Half,Yellow,Polo,Loose,Solid,2393,6,0
S,Half,Black,Round,Slim,Checked,1908,1,1
S,Full,Blue,Round,Regular,Solid,3000,0,0
L,Half,Blue,Round,Regular,Solid,343,0,1
XL,Half,Black,V-Neck,Loose,Printed,2039,5,1
S,Full,White,Round,Regular,Solid,1864,3,1
M,Sleeveless,Red,V-Neck,Slim,Checked,1107,3,1
M,Full,Blue,Round,Loose,Printed,1270,6,1
M,Full,Blue,Round,Regular,Checked,2254,7,0
L,Full,Red,V-Neck,Regular,Printed,1134,1,0
M,Full,Black,Polo,Regular,Solid,250,2,0
M,Half,White,Round,Slim,Solid,818,2,1
M,Full,White,Round,Slim,Striped,2201,4,0
L,Full,White,Polo,Loose,Printed,1974,5,0
S,Full,Blue,V-Neck,Slim,Printed,838,8,0
L,Sleeveless,Black,V-Neck,Slim,Solid,661,1,1
L,Half,Blue,Polo,Slim,Printed,1625,0,0
L,Full,Green,Round,Regular,Checked,643,0,0
M,Sleeveless,Blue,Polo,Slim,Striped,1469,1,0
L,Full,Black,V-Neck,Slim,Checked,991,9,1
XL,Full,White,Mandarin,Regular,Printed,2804,6,0
M,Half,White,Mandarin,Loose,Solid,353,3,0
XL,Sleeveless,Blue,Round,Regular,Striped,1416,3,1
M,Full,Red,Polo,Slim,Printed,3000,0,1
L,Half,Green,Mandarin,Regular,Striped,1956,2,0
L,Sleeveless,White,V-Neck,Slim,Solid,2278,10,0
S,Sleeveless,Red,V-Neck,Regular,Printed,1505,0,0
M,Half,Black,Polo,Loose,Solid,233,2,0
L,Full,Black,Round,Regular,Striped,2987,0,0
XL,Sleeveless,Green,Mandarin,Regular,Striped,659,8,1
XL,Sleeveless,Green,Mandarin,Regular,Striped,531,3,0
L,Half,Blue,Round,Slim,Checked,527,0,0
M,Full,White,Mandarin,Slim,Printed,2652,4,0
L,Half,Blue,V-Neck,Loose,Printed,2789,2,0
XL,Full,White,V-Neck,Loose,Solid,896,5,1
M,Half,Green,V-Neck,Regular,Checked,808,3,1
S,Full,Green,V-Neck,Loose,Striped,1428,3,1
M,Sleeveless,Blue,Round,Loose,Striped,558,0,0
M,Full,White,Polo,Regular,Printed,1135,4,0
S,Sleeveless,Blue,Round,Regular,Striped,922,2,0
L,Half,Blue,Mandarin,Regular,Striped,722,3,1
M,Sleeveless,White,Mandarin,Regular,Striped,819,2,0
M,Full,Yellow,Round,Slim,Printed,679,0,1
M,Full,Yellow,Round,Slim,Solid,1035,4,1
L,Half,Blue,Mandarin,Regular,Striped,396,3,0
